,agency,first_char,font_freq_0,font_freq_1,font_freq_2,font_freq_3,font_name,font_size,font_size_0,font_size_1,font_size_2,font_size_3,font_size_4,font_size_5,font_size_6,font_size_7,font_size_8,font_size_9,includes_time,item_heading,item_text,left_indent_0,left_indent_1,left_indent_10,left_indent_11,left_indent_12,left_indent_13,left_indent_14,left_indent_15,left_indent_16,left_indent_17,left_indent_18,left_indent_19,left_indent_2,left_indent_20,left_indent_21,left_indent_22,left_indent_23,left_indent_24,left_indent_25,left_indent_26,left_indent_27,left_indent_28,left_indent_29,left_indent_3,left_indent_30,left_indent_31,left_indent_32,left_indent_33,left_indent_34,left_indent_35,left_indent_36,left_indent_37,left_indent_38,left_indent_39,left_indent_4,left_indent_40,left_indent_41,left_indent_42,left_indent_43,left_indent_44,left_indent_45,left_indent_46,left_indent_47,left_indent_48,left_indent_5,left_indent_6,left_indent_7,left_indent_8,left_indent_9,left_inset,line_id,meeting_date,meeting_heading,other_text,section_heading,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5
10,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.65,gavilan_ccd_01-13-2015_10,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
11,gavilan_ccd,A,0,0,0,0,Arial,11.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.33,gavilan_ccd_01-13-2015_11,01-13-2015,0,1,0,0,0,0,0,AGENDA ,1,0,0,0,0,0,1
12,gavilan_ccd,I,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_12,01-13-2015,0,0,1,1,0,1,0,I.  CALL TO ORDER 6:00 p.m.,0,1,0,0,0,0,0
13,gavilan_ccd,1,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_13,01-13-2015,0,0,0,0,1,0,0,1.  Roll Call,0,0,0,0,0,0,1
14,gavilan_ccd,2,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_14,01-13-2015,0,0,0,0,1,0,0,2.  Comments from the Public – This is a time for the public to address the Board.,0,0,0,0,0,0,1
15,gavilan_ccd,3,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_15,01-13-2015,0,0,0,0,1,0,0,3.  Recess to Closed Session    (A maximum of 5 minutes will be allotted to each speaker),0,0,0,0,0,0,1
16,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_16,01-13-2015,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0
17,gavilan_ccd,C,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_17,01-13-2015,0,0,1,0,0,0,0,CLOSED SESSION 6:00 p.m.,0,0,0,0,0,0,1
18,gavilan_ccd,N,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_18,01-13-2015,0,1,0,0,0,0,0,Notice is hereby given that a closed session of the Board will be held under the general ,0,0,0,0,0,0,1
19,gavilan_ccd,p,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_19,01-13-2015,0,1,0,0,0,0,0,provisions listed as follows: ,0,0,0,0,0,0,1
20,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_20,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
21,gavilan_ccd,P,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_21,01-13-2015,0,0,0,0,0,0,0,PUBLIC EMPLOYEE DISCIPLINE/DISMISSAL/RELEASE – Closed Session Pursuant to ,0,0,0,0,0,0,1
22,gavilan_ccd,G,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_22,01-13-2015,0,0,0,0,0,0,0,Government Code Section 54957,0,0,0,0,0,0,1
23,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_23,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
24,gavilan_ccd,C,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_24,01-13-2015,0,0,0,0,0,0,0,CONFERENCE WITH LABOR NEGOTIATORS – Closed Session Pursuant to Government Code ,0,0,0,0,0,0,1
25,gavilan_ccd,S,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_25,01-13-2015,0,0,0,0,0,0,0,Section 54957.6,0,0,0,0,0,0,1
26,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_26,01-13-2015,0,0,0,0,0,0,0,  Agency Negotiator(s):  Steven Kinsella/Ron Hannon ,0,0,0,0,0,0,1
27,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_27,01-13-2015,0,0,0,0,0,0,0,  Employee Organization:  GCFA ,0,0,0,0,0,0,1
28,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_28,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
29,gavilan_ccd,C,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_29,01-13-2015,0,0,0,0,0,0,0,CONFERENCE WITH LEGAL COUNSEL – ANTICIPATED LITIGATION – Significant ,0,1,0,0,0,0,0
30,gavilan_ccd,E,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_30,01-13-2015,0,0,0,0,0,0,0,Exposure to Litigation pursuant to paragraph (2) of Subdivision (d) and paragraph (1),0,0,0,0,0,0,1
31,gavilan_ccd,o,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_31,01-13-2015,0,0,0,0,0,0,0,of Subdivision (e) of Government Code Section 54956.9,0,0,0,0,0,0,1
32,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_32,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
33,gavilan_ccd,I,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_33,01-13-2015,0,0,1,0,0,1,0,II.   OPEN SESSION 7:00 p.m.,0,1,0,0,0,0,0
34,gavilan_ccd,1,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_34,01-13-2015,0,0,0,0,1,0,0,1.  Call to Order,0,0,0,0,0,0,1
35,gavilan_ccd,2,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_35,01-13-2015,0,0,0,0,1,0,0,2.  Roll Call,0,0,0,0,0,0,1
36,gavilan_ccd,3,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_36,01-13-2015,0,0,0,0,1,0,0,3.  Pledge of Allegiance,0,0,0,0,0,0,1
37,gavilan_ccd,4,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_37,01-13-2015,0,0,0,0,1,0,0,4.  Report of Any Action Taken in Closed Session,0,0,0,0,0,0,1
38,gavilan_ccd,5,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_38,01-13-2015,0,0,0,0,1,0,0,5.  Approval of Agenda,0,0,0,0,0,0,1
39,gavilan_ccd,6,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.224,gavilan_ccd_01-13-2015_39,01-13-2015,0,0,0,0,1,0,0,6.  Consent Agenda,0,0,0,0,0,0,1
40,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_40,01-13-2015,0,0,0,1,0,0,0,"(a) Regular Board Meeting Minutes, December 9, 2014 and Community Education Ad",0,0,0,0,0,0,1
41,gavilan_ccd,H,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.22,gavilan_ccd_01-13-2015_41,01-13-2015,0,0,0,0,0,0,0,"Hoc Committee, December 9, 2014",0,0,0,0,0,0,1
42,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_42,01-13-2015,0,0,0,1,0,0,0,(b) Personnel Actions ,0,0,0,0,0,0,1
43,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_43,01-13-2015,0,0,0,1,0,0,0,(c)  Warrants and Electronic Transfers Drawn on District Funds ,0,0,0,0,0,0,1
44,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_44,01-13-2015,0,0,0,1,0,0,0,(d) Payroll Warrants Drawn on District Funds ,0,0,0,0,0,0,1
45,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_45,01-13-2015,0,0,0,1,0,0,0,(e) Ratification of Agreements  ,0,0,0,0,0,0,1
46,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_46,01-13-2015,0,1,0,0,0,0,0,   ,0,1,0,0,0,0,0
47,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.22,gavilan_ccd_01-13-2015_0,01-13-2015,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1
48,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_1,01-13-2015,0,0,0,1,0,0,0,(f)  Budget Adjustments ,0,0,0,0,0,0,1
49,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_2,01-13-2015,0,0,0,1,0,0,0,(g) Monthly Financial Report ,0,0,0,0,0,0,1
50,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_3,01-13-2015,0,0,0,0,0,0,0,7.  Comments from the Public - This is a time for the public to address the Board.,0,1,0,0,0,0,0
51,gavilan_ccd, ,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.224,gavilan_ccd_01-13-2015_4,01-13-2015,0,0,0,0,0,0,0,8.  Officers' Reports  (A maximum of 5 minutes will be allotted to each speaker),0,1,0,0,0,0,0
52,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_5,01-13-2015,0,0,0,1,0,0,0,(a) Vice Presidents ,0,0,0,0,0,0,1
53,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_6,01-13-2015,0,0,0,1,0,0,0,(b) College President ,0,0,0,0,0,0,1
54,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_7,01-13-2015,0,0,0,1,0,0,0,(c)  Academic Senate ,0,0,0,0,0,0,1
55,gavilan_ccd,(,0,0,0,0,Arial,10.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.22,gavilan_ccd_01-13-2015_8,01-13-2015,0,0,0,1,0,0,0,(d) Professional Support Staff ,0,0,0,0,0,0,1
