,agency,first_char,font_freq_0,font_freq_1,font_freq_2,font_name,font_size,font_size_0,font_size_1,font_size_2,font_size_3,font_size_4,font_size_5,font_size_6,font_size_7,font_size_8,font_size_9,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_indent_0,left_indent_1,left_indent_10,left_indent_11,left_indent_12,left_indent_13,left_indent_14,left_indent_15,left_indent_16,left_indent_2,left_indent_3,left_indent_4,left_indent_5,left_indent_6,left_indent_7,left_indent_8,left_indent_9,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
10,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_10,12-10-2013,0,0,0,0, ,0
11,cupertino_usd,W,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_11,12-10-2013,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board ,0
12,cupertino_usd,d,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_12,12-10-2013,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the ",0
13,cupertino_usd,h,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_13,12-10-2013,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be ,0
14,cupertino_usd,l,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_14,12-10-2013,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
15,cupertino_usd,C,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_15,12-10-2013,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board ",0
16,cupertino_usd,m,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_16,12-10-2013,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for",0
17,cupertino_usd,c,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_17,12-10-2013,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for ,0
18,cupertino_usd,d,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_18,12-10-2013,0,0,0,0,discussion and action when the agenda item appears during the course of the meeting.  It should be noted that the Board ,0
19,cupertino_usd,d,0,0,0,QINKUB+ArialMT,10.542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_19,12-10-2013,0,0,0,0,discourages complaints against individual officers or employees of the District during open session. ,0
20,cupertino_usd, ,0,0,0,QINKUB+ArialMT,5.111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_20,12-10-2013,0,0,0,0, ,0
21,cupertino_usd,I,0,0,0,TCFRMA+Arial-ItalicMT,10.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.649,cupertino_usd_12-10-2013_21,12-10-2013,0,0,0,0,"Individuals who require special accommodation should contact the Superintendent’s Office at (408) 252-3000, ext. 200",0
22,cupertino_usd,a,0,0,0,TCFRMA+Arial-ItalicMT,10.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222.946,cupertino_usd_12-10-2013_22,12-10-2013,0,0,0,0,at least two business days before the meeting date. ,0
23,cupertino_usd, ,0,0,0,QINKUB+ArialMT,5.111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.92,cupertino_usd_12-10-2013_23,12-10-2013,0,0,0,0, ,0
24,cupertino_usd,A,0,0,0,TCJWCW+Arial-BoldMT,11.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.759,cupertino_usd_12-10-2013_24,12-10-2013,0,0,0,0,"As a courtesy to others, please turn off your cell phone upon entering the meeting. ",0
25,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56,cupertino_usd_12-10-2013_25,12-10-2013,0,0,0,0, ,0
26,cupertino_usd,1,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_26,12-10-2013,0,1,0,0,1.    CALL TO ORDER/FLAG SALUTE/SEDGWICK ELEMENTARY,1
27,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_27,12-10-2013,0,0,0,0, ,0
28,cupertino_usd,2,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_28,12-10-2013,0,1,0,0,2.        RECOGNITION – CLASSIFIED EMPLOYEE OF THE MONTH,1
29,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_29,12-10-2013,0,0,0,0,Classified Employee of the Month – December 2013,0
30,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_30,12-10-2013,0,0,0,0,"            Concepcion Hernandez, Custodian, Eaton Elementary School ",0
31,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_31,12-10-2013,0,0,0,0, ,0
32,cupertino_usd,3,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_32,12-10-2013,0,1,0,0,3.        APPROVAL OF MINUTES,1
33,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_33,12-10-2013,0,0,0,0,"Approval of minutes of the Regular Meeting of November 19, 2013",0
34,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_34,12-10-2013,0,0,0,0, ,0
35,cupertino_usd,4,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_35,12-10-2013,0,1,0,0,4.        COMMUNICATION – EMPLOYEE ORGANIZATIONS,1
36,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_36,12-10-2013,0,0,0,0, ,0
37,cupertino_usd,5,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_37,12-10-2013,0,1,0,0,5.        PUBLIC COMMENTS,1
38,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_38,12-10-2013,0,0,0,0,            The public may address the Board on any agenda item and any item not on the agenda.  The        ,0
39,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_39,12-10-2013,0,0,0,0,"             Board president will only call on those who have filled out comment cards before the meeting,  ",0
40,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_40,12-10-2013,0,0,0,0,and each speaker will be allotted three (3) minutes.  The Board will not respond or take action,0
41,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_41,12-10-2013,0,0,0,0,"             on any non-agenda item comments at this time, although the item may be agendized at a later  ",0
42,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_42,12-10-2013,0,0,0,0,date (Ed. Code 35145.5).  The comments shall be made from the podium.  In accordance with,0
43,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_43,12-10-2013,0,0,0,0,Government Code 54954.2 – No action or discussion shall be undertaken on any item not,0
44,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.252,cupertino_usd_12-10-2013_44,12-10-2013,0,0,0,0,appearing on the posted agenda.  The Board shall limit the total time to 30 minutes.,0
45,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_45,12-10-2013,0,0,0,0, ,0
46,cupertino_usd,6,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_46,12-10-2013,0,1,0,0,6.        CONSENT ITEMS,1
47,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_47,12-10-2013,0,0,0,0,      Consent items are considered to be routine by the Board of Education and will be enacted in  ,0
48,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_48,12-10-2013,0,0,0,0,"       one motion.  If discussion of any of the items is required, they may be removed from consent  ",0
49,cupertino_usd, ,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_49,12-10-2013,0,0,0,0,       and considered separately. ,0
50,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_50,12-10-2013,0,0,0,0, ,0
51,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_51,12-10-2013,0,0,0,0,6.1     Ratification of Personnel Report November 2013,0
52,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_52,12-10-2013,0,0,0,0,6.2     Ratification of Warrant List November 2013,0
53,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_53,12-10-2013,0,0,0,0, ,0
54,cupertino_usd, ,0,0,0,OVIHZN+Times-Roman,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_54,12-10-2013,0,0,0,0,   ,0
55,cupertino_usd,B,0,0,0,QINKUB+ArialMT,13.097,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_0,12-10-2013,0,0,0,0,"Board Meeting Agenda  December 10, 2013  Page 2",0
56,cupertino_usd, ,0,0,0,QINKUB+ArialMT,15.972,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_1,12-10-2013,0,0,0,0,                                 ,0
57,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_2,12-10-2013,0,0,0,0,"6.3     Ratification of Change Orders #8 and #9 in the Total Amount of $35,431",0
58,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_3,12-10-2013,0,0,0,0,"           to Intermountain Electric Co. for the Data Infrastructure Upgrades at Regnart,   ",0
59,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56,cupertino_usd_12-10-2013_4,12-10-2013,0,0,0,0,           Stevens Creek and Garden Gate Elementary Schools ,0
60,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_5,12-10-2013,0,0,0,0,"6.4      Ratification of Change Order #3 in the Amount of $3,303.04 to Calstate",0
61,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_6,12-10-2013,0,0,0,0,                       Construction for the Installation of Interim Housing at Lawson Middle School (Bid  ,0
62,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.56,cupertino_usd_12-10-2013_7,12-10-2013,0,0,0,0,No. 13-B23-24),0
63,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_8,12-10-2013,0,0,0,0,6.5      Ratification of Change Orders #8 and #10 in the Total Amount of,0
64,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_9,12-10-2013,0,0,0,0,"$19,110 to Intermountain Electric Co. for Data Infrastructure Upgrades at",0
65,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_10,12-10-2013,0,0,0,0,"                 Dilworth, McAuliffe and Meyerholz Elementary Schools ",0
66,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_11,12-10-2013,0,0,0,0,"6.6      Approval of Contract Award in the Amount of $1,110,144 to Kitchell CEM for",0
67,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_12,12-10-2013,0,0,0,0,                 Bond Program and Construction Management Services Associated with  ,0
68,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_13,12-10-2013,0,0,0,0,                 Modernization of the Hyde and Miller Middle School Campuses. ,0
69,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_14,12-10-2013,0,0,0,0,"6.7      Approval of Contract Award in the Amount of $48,600 to Dan Butler Inspection",0
70,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_15,12-10-2013,0,0,0,0,                 Service for DSA Inspection Services Associated with Modernization of the  ,0
71,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_16,12-10-2013,0,0,0,0,                 Regnart Elementary School Campus ,0
72,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_17,12-10-2013,0,0,0,0,"6.8      Approval of Contract Award in the Amount of $291,940 to Keith Brown",0
73,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_18,12-10-2013,0,0,0,0,                 Inspections for DSA Inspection Services Associated with Seismic Upgrades and  ,0
74,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_19,12-10-2013,0,0,0,0,                 Modernization of the West Valley Elementary School Campus ,0
75,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_20,12-10-2013,0,0,0,0,6.9      Approval of the Amendment with the Piper Jaffray & Co. for Bond Program,0
76,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_21,12-10-2013,0,0,0,0,                 Financial Management and Advisory Services ,0
77,cupertino_usd, ,0,0,0,TCJWCW+Arial-BoldMT,15.055,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.175,cupertino_usd_12-10-2013_22,12-10-2013,0,0,0,0,"6.10    Ratification of Contract Award in the Amount of $52,098 to Earth Systems Pcific,",0
78,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_23,12-10-2013,0,0,0,0,                 Inc. for Geotechnical Inspection and Testing Services Related to Construction of  ,0
79,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_24,12-10-2013,0,0,0,0,                 New Classroom and Multipurpose Buildings at Cupertino Middle School ,0
80,cupertino_usd, ,0,0,0,QINKUB+ArialMT,14.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.56,cupertino_usd_12-10-2013_25,12-10-2013,0,0,0,0,"6.11    Ratification of Contract Award in the Amount of $37,222 to Earth Systems",0
